date,name,position,adp
2026-07-29,Chris Rodriguez,RB,193.8
2026-07-29,Jonathon Brooks,RB,194.1
2026-07-29,Troy Franklin,WR,195.2
2026-07-29,Pat Bryant,WR,196.1
2026-07-29,Tank Bigsby,RB,197.7
2026-07-29,Chimere Dike,WR,199.0
2026-07-29,Keaton Mitchell,RB,199.2
2026-07-29,Brandon Aiyuk,WR,200.0
2026-07-29,Isiah Pacheco,RB,201.4
2026-07-29,Jake Tonges,TE,202.4
2026-07-29,Sean Tucker,RB,204.0
2026-07-29,Tre' Harris,WR,204.8
2026-07-29,Calvin Ridley,WR,205.3
2026-07-29,Kaytron Allen,RB,206.7
2026-07-29,Ja'Kobi Lane,WR,207.3
2026-07-29,Isaac TeSlaa,WR,209.0
2026-07-29,Elic Ayomanor,WR,210.0
2026-07-29,Emanuel Wilson,RB,210.4
2026-07-29,Joe Mixon,RB,211.2
2026-07-29,Zachariah Branch,WR,212.8
2026-07-29,Tank Dell,WR,213.9
2026-07-29,Tre Tucker,WR,214.2
2026-07-29,Justin Fields,QB,216.0
2026-07-29,Garrett Nussmeier,QB,216.2
2026-07-29,Ray Davis,RB,217.1
2026-07-29,Nicholas Singleton,RB,218.9
2026-07-29,Aaron Rodgers,QB,219.9
2026-07-29,Devin Neal,RB,220.1
2026-07-29,Najee Harris,RB,221.2
2026-07-29,Jaylin Noel,WR,222.4
2026-07-29,Jaylen Wright,RB,223.3
2026-07-29,Kaleb Johnson,RB,224.7
2026-07-29,Demond Claiborne,RB,225.8
2026-07-29,Marvin Mims,WR,226.8
2026-07-29,Jalen Milroe,QB,227.2
2026-07-29,Germie Bernard,WR,228.4
2026-07-29,Darnell Mooney,WR,229.7
2026-07-29,Kyle Williams,WR,230.1
2026-07-29,Ted Hurst,WR,231.3
2026-07-29,Kendre Miller,RB,233.0
2026-07-29,Jalen Nailor,WR,233.1
2026-07-29,Brashard Smith,RB,234.7
2026-07-29,Ryan Flournoy,WR,235.5
2026-07-29,Tory Horton,WR,236.8
2026-07-29,Kirk Cousins,QB,237.7
2026-07-29,Elijah Sarratt,WR,238.5
2026-07-29,Chris Brazzell,WR,240.0
2026-07-29,Will Howard,QB,240.9
2026-07-29,Chris Bell,WR,241.9
2026-07-29,Rashod Bateman,WR,242.8
2026-07-29,Keenan Allen,WR,243.3
2026-07-29,Keon Coleman,WR,244.0
2026-07-29,Cooper Kupp,WR,245.5
2026-07-29,Jaydon Blue,RB,246.4
2026-07-29,Audric Estime,RB,247.1
2026-07-29,Jack Bech,WR,248.9
2026-07-29,Devaughn Vele,WR,249.1
2026-07-31,Josh Allen,QB,1.2
2026-07-31,Bijan Robinson,RB,2.4
2026-07-31,Drake Maye,QB,3.5
2026-07-31,Jahmyr Gibbs,RB,4.5
2026-07-31,Ja'Marr Chase,WR,5.2
2026-07-31,Puka Nacua,WR,6.4
2026-07-31,Jaxon Smith-Njigba,WR,7.2
2026-07-31,Jayden Daniels,QB,8.0
2026-07-31,Christian McCaffrey,RB,9.7
2026-07-31,Joe Burrow,QB,10.4
2026-07-31,Lamar Jackson,QB,11.1
2026-07-31,Jonathan Taylor,RB,12.5
2026-07-31,James Cook,RB,13.8
2026-07-31,Caleb Williams,QB,14.2
2026-07-31,CeeDee Lamb,WR,15.6
2026-07-31,Amon-Ra St. Brown,WR,16.3
2026-07-31,Justin Jefferson,WR,17.6
2026-07-31,Drake London,WR,18.6
2026-07-31,Kenneth Walker,RB,19.4
2026-07-31,Ashton Jeanty,RB,20.5
2026-07-31,De'Von Achane,RB,21.2
2026-07-31,Trey McBride,TE,22.3
2026-07-31,Jaxson Dart,QB,23.2
2026-07-31,Justin Herbert,QB,24.9
2026-07-31,Jalen Hurts,QB,25.3
2026-07-31,Patrick Mahomes,QB,26.1
2026-07-31,Omarion Hampton,RB,27.9
2026-07-31,Malik Nabers,WR,28.4
2026-07-31,Saquon Barkley,RB,29.3
2026-07-31,Jeremiyah Love,RB,31.0
2026-07-31,Trevor Lawrence,QB,32.0
2026-07-31,Nico Collins,WR,32.7
2026-07-31,Bo Nix,QB,33.4
2026-07-31,Chase Brown,RB,34.5
2026-07-31,George Pickens,WR,35.9
2026-07-31,Brock Purdy,QB,36.2
2026-07-31,Brock Bowers,TE,37.4
2026-07-31,Chris Olave,WR,39.0
2026-07-31,Fernando Mendoza,QB,39.5
2026-07-31,Josh Jacobs,RB,40.1
2026-07-31,A.J. Brown,WR,41.4
2026-07-31,Bucky Irving,RB,42.1
2026-07-31,Rashee Rice,WR,44.0
2026-07-31,Dak Prescott,QB,44.1
2026-07-31,Derrick Henry,RB,45.7
2026-07-31,Tee Higgins,WR,46.5
2026-07-31,Tetairoa McMillan,WR,47.2
2026-07-31,Breece Hall,RB,48.4
2026-07-31,Jordan Love,QB,50.0
2026-07-31,Kyren Williams,RB,50.6
2026-07-31,Garrett Wilson,WR,51.4
2026-07-31,Luther Burden,WR,52.8
2026-07-31,Travis Etienne,RB,54.0
2026-07-31,Javonte Williams,RB,54.8
2026-07-31,Jaylen Waddle,WR,55.3
2026-07-31,Davante Adams,WR,56.5
2026-07-31,Ladd McConkey,WR,57.3
2026-07-31,Colston Loveland,TE,58.4
2026-07-31,Zay Flowers,WR,60.0
2026-07-31,Jameson Williams,WR,60.9
2026-07-31,TreVeyon Henderson,RB,61.5
2026-07-31,DeVonta Smith,WR,63.0
2026-07-31,Emeka Egbuka,WR,63.7
2026-07-31,Baker Mayfield,QB,64.0
2026-07-31,Jared Goff,QB,65.1
2026-07-31,Terry McLaurin,WR,67.0
2026-07-31,Tyler Warren,TE,67.4
2026-07-31,RJ Harvey,RB,68.3
2026-07-31,DJ Moore,WR,69.9
2026-07-31,Cam Skattebo,RB,70.8
2026-07-31,Bhayshul Tuten,RB,71.2
2026-07-31,Cam Ward,QB,72.0
2026-07-31,Mike Evans,WR,73.1
2026-07-31,Carnell Tate,WR,74.2
2026-07-31,D'Andre Swift,RB,75.3
2026-07-31,C.J. Stroud,QB,76.4
2026-07-31,Quinshon Judkins,RB,77.3
2026-07-31,Tyler Shough,QB,78.9
2026-07-31,Harold Fannin,TE,79.7
2026-07-31,Sam Darnold,QB,80.8
2026-07-31,Christian Watson,WR,81.2
2026-07-31,David Montgomery,RB,82.7
2026-07-31,Jaylen Warren,RB,83.7
2026-07-31,Kyler Murray,QB,84.7
2026-07-31,Rome Odunze,WR,85.8
2026-07-31,Jordyn Tyson,WR,86.9
2026-07-31,Bryce Young,QB,87.3
2026-07-31,Matthew Stafford,QB,88.4
2026-07-31,Tucker Kraft,TE,89.5
2026-07-31,Courtland Sutton,WR,90.9
2026-07-31,Kyle Pitts,TE,91.1
2026-07-31,Daniel Jones,QB,93.0
2026-07-31,Malik Willis,QB,94.0
2026-07-31,DK Metcalf,WR,94.0
2026-07-31,Rhamondre Stevenson,RB,95.9
2026-07-31,Michael Wilson,WR,96.5
2026-07-31,Makai Lemon,WR,97.6
2026-07-31,Jakobi Meyers,WR,98.2
2026-07-31,Brian Thomas,WR,100.0
2026-07-31,Kyle Monangai,RB,100.7
2026-07-31,Sam LaPorta,TE,101.0
2026-07-31,Dalton Kincaid,TE,102.8
2026-07-31,Marvin Harrison,WR,103.1
2026-07-31,Tony Pollard,RB,104.5
2026-07-31,Rico Dowdle,RB,105.9
2026-07-31,Oronde Gadsden,TE,106.3
2026-07-31,Chuba Hubbard,RB,107.9
2026-07-31,Blake Corum,RB,108.0
2026-07-31,Ricky Pearsall,WR,109.5
2026-07-31,Alec Pierce,WR,110.9
2026-07-31,Chris Godwin,WR,111.4
2026-07-31,Parker Washington,WR,112.0
2026-07-31,Hunter Henry,TE,113.6
2026-07-31,Dallas Goedert,TE,114.3
2026-07-31,J.K. Dobbins,RB,115.9
2026-07-31,Mark Andrews,TE,117.0
2026-07-31,Jake Ferguson,TE,117.1
2026-07-31,Dalton Schultz,TE,118.6
2026-07-31,Jordan Addison,WR,119.8
2026-07-31,Ty Simpson,QB,120.2
2026-07-31,George Kittle,TE,121.1
2026-07-31,Brian Robinson,RB,122.2
2026-07-31,Juwan Johnson,TE,123.6
2026-07-31,Wan'Dale Robinson,WR,125.0
2026-07-31,Brenton Strange,TE,125.0
2026-07-31,Travis Kelce,TE,126.1
2026-07-31,Michael Pittman,WR,127.0
2026-07-31,Kenyon Sadiq,TE,128.2
2026-07-31,Quentin Johnston,WR,129.2
2026-07-31,Aaron Jones,RB,130.8
2026-07-31,Kenneth Gainwell,RB,131.2
2026-07-31,Isaiah Likely,TE,132.9
2026-07-31,Stefon Diggs,WR,133.0
2026-07-31,Tyler Allgeier,RB,134.3
2026-07-31,Romeo Doubs,WR,135.8
2026-07-31,James Conner,RB,136.9
2026-07-31,Jayden Reed,WR,137.3
2026-07-31,Jacory Croskey-Merritt,RB,138.5
2026-07-31,Khalil Shakir,WR,140.0
2026-07-31,Xavier Worthy,WR,141.0
2026-07-31,Jauan Jennings,WR,141.0
2026-07-31,Jadarian Price,RB,143.0
2026-07-31,AJ Barner,TE,143.0
2026-07-31,Zach Charbonnet,RB,145.0
2026-07-31,Tua Tagovailoa,QB,146.0
2026-07-31,Jayden Higgins,WR,146.7
2026-07-31,T.J. Hockenson,TE,148.0
2026-07-31,Woody Marks,RB,148.8
2026-07-31,KC Concepcion,WR,149.9
2026-07-31,Michael Penix,QB,150.4
2026-07-31,J.J. McCarthy,QB,151.5
2026-07-31,David Njoku,TE,152.8
2026-07-31,Jalen Coker,WR,153.2
2026-07-31,Tyrone Tracy,RB,154.4
2026-07-31,Jordan Mason,RB,155.4
2026-07-31,Josh Downs,WR,156.2
2026-07-31,Emmett Johnson,RB,157.6
2026-07-31,Colby Parkinson,TE,158.1
2026-07-31,Jacoby Brissett,QB,159.6
2026-07-31,Chig Okonkwo,TE,161.0
2026-07-31,Trey Benson,RB,161.0
2026-07-31,Shedeur Sanders,QB,162.0
2026-07-31,Mason Taylor,TE,163.4
2026-07-31,Jonah Coleman,RB,164.1
2026-07-31,Eli Stowers,TE,165.2
2026-07-31,Alvin Kamara,RB,166.1
2026-07-31,Terrance Ferguson,TE,167.0
2026-07-31,Tyjae Spears,RB,168.0
2026-07-31,Rachaad White,RB,169.1
2026-07-31,Theo Johnson,TE,170.6
2026-07-31,Tyreek Hill,WR,171.0
2026-07-31,Cade Otton,TE,173.0
2026-07-31,Deebo Samuel,WR,173.4
2026-07-31,Omar Cooper,WR,174.5
2026-07-31,Dylan Sampson,RB,175.8
2026-07-31,Gunnar Helm,TE,176.4
2026-07-31,Denzel Boston,WR,177.9
2026-07-31,Antonio Williams,WR,179.8
2026-07-31,Travis Hunter,WR,180.4
2026-07-31,Mac Jones,QB,181.0
2026-07-31,Anthony Richardson,QB,182.2
2026-07-31,Matthew Golden,WR,184.0
2026-07-31,Jerry Jeudy,WR,185.0
2026-07-31,Braelon Allen,RB,185.4
2026-07-31,Geno Smith,QB,186.5
2026-07-31,Rashid Shaheed,WR,187.2
2026-07-31,Adonai Mitchell,WR,188.2
2026-07-31,Kayshon Boutte,WR,189.7
2026-07-31,Mike Washington,RB,190.6
2026-07-31,Jalen McMillan,WR,192.0
2026-07-31,Kimani Vidal,RB,193.0
2026-07-31,Chris Rodriguez,RB,193.8
2026-07-31,Jonathon Brooks,RB,194.1
2026-07-31,Troy Franklin,WR,195.2
2026-07-31,Pat Bryant,WR,196.1
2026-07-31,Tank Bigsby,RB,197.7
2026-07-31,Chimere Dike,WR,199.0
2026-07-31,Keaton Mitchell,RB,199.2
2026-07-31,Brandon Aiyuk,WR,200.0
2026-07-31,Isiah Pacheco,RB,201.4
2026-07-31,Jake Tonges,TE,202.4
2026-07-31,Sean Tucker,RB,204.0
2026-07-31,Tre' Harris,WR,204.8
2026-07-31,Calvin Ridley,WR,205.3
2026-07-31,Kaytron Allen,RB,206.7
2026-07-31,Ja'Kobi Lane,WR,207.3
2026-07-31,Isaac TeSlaa,WR,209.0
2026-07-31,Elic Ayomanor,WR,210.0
2026-07-31,Emanuel Wilson,RB,210.4
2026-07-31,Joe Mixon,RB,211.2
2026-07-31,Zachariah Branch,WR,212.8
2026-07-31,Tank Dell,WR,213.9
2026-07-31,Tre Tucker,WR,214.2
2026-07-31,Justin Fields,QB,216.0
2026-07-31,Garrett Nussmeier,QB,216.2
2026-07-31,Ray Davis,RB,217.1
2026-07-31,Nicholas Singleton,RB,218.9
2026-07-31,Aaron Rodgers,QB,219.9
2026-07-31,Devin Neal,RB,220.1
2026-07-31,Najee Harris,RB,221.2
2026-07-31,Jaylin Noel,WR,222.4
2026-07-31,Jaylen Wright,RB,223.3
2026-07-31,Kaleb Johnson,RB,224.7
2026-07-31,Demond Claiborne,RB,225.8
2026-07-31,Marvin Mims,WR,226.8
2026-07-31,Jalen Milroe,QB,227.2
2026-07-31,Germie Bernard,WR,228.4
2026-07-31,Darnell Mooney,WR,229.7
2026-07-31,Kyle Williams,WR,230.1
2026-07-31,Ted Hurst,WR,231.3
2026-07-31,Kendre Miller,RB,233.0
2026-07-31,Jalen Nailor,WR,233.1
2026-07-31,Brashard Smith,RB,234.7
2026-07-31,Ryan Flournoy,WR,235.5
2026-07-31,Tory Horton,WR,236.8
2026-07-31,Kirk Cousins,QB,237.7
2026-07-31,Elijah Sarratt,WR,238.5
2026-07-31,Chris Brazzell,WR,240.0
2026-07-31,Will Howard,QB,240.9
2026-07-31,Chris Bell,WR,241.9
2026-07-31,Rashod Bateman,WR,242.8
2026-07-31,Keenan Allen,WR,243.3
2026-07-31,Keon Coleman,WR,244.0
2026-07-31,Cooper Kupp,WR,245.5
2026-07-31,Jaydon Blue,RB,246.4
2026-07-31,Audric Estime,RB,247.1
2026-07-31,Jack Bech,WR,248.9
2026-07-31,Devaughn Vele,WR,249.1
2026-08-04,Josh Allen,QB,1.2
2026-08-04,Bijan Robinson,RB,2.4
2026-08-04,Drake Maye,QB,3.5
2026-08-04,Jahmyr Gibbs,RB,4.5
2026-08-04,Ja'Marr Chase,WR,5.2
2026-08-04,Puka Nacua,WR,6.4
2026-08-04,Jaxon Smith-Njigba,WR,7.2
2026-08-04,Jayden Daniels,QB,8.0
2026-08-04,Christian McCaffrey,RB,9.7
2026-08-04,Joe Burrow,QB,10.4
2026-08-04,Lamar Jackson,QB,11.1
2026-08-04,Jonathan Taylor,RB,12.5
2026-08-04,James Cook,RB,13.8
2026-08-04,Caleb Williams,QB,14.2
2026-08-04,CeeDee Lamb,WR,15.6
2026-08-04,Amon-Ra St. Brown,WR,16.3
2026-08-04,Justin Jefferson,WR,17.6
2026-08-04,Drake London,WR,18.6
2026-08-04,Kenneth Walker,RB,19.4
2026-08-04,Ashton Jeanty,RB,20.5
2026-08-04,De'Von Achane,RB,21.2
2026-08-04,Trey McBride,TE,22.3
2026-08-04,Jaxson Dart,QB,23.2
2026-08-04,Justin Herbert,QB,24.9
2026-08-04,Jalen Hurts,QB,25.3
2026-08-04,Patrick Mahomes,QB,26.1
2026-08-04,Omarion Hampton,RB,27.9
2026-08-04,Malik Nabers,WR,28.4
2026-08-04,Saquon Barkley,RB,29.3
2026-08-04,Jeremiyah Love,RB,31.0
2026-08-04,Trevor Lawrence,QB,32.0
2026-08-04,Nico Collins,WR,32.7
2026-08-04,Bo Nix,QB,33.4
2026-08-04,Chase Brown,RB,34.5
2026-08-04,George Pickens,WR,35.9
2026-08-04,Brock Purdy,QB,36.2
2026-08-04,Brock Bowers,TE,37.4
2026-08-04,Chris Olave,WR,39.0
2026-08-04,Fernando Mendoza,QB,39.5
2026-08-04,Josh Jacobs,RB,40.1
2026-08-04,A.J. Brown,WR,41.4
2026-08-04,Bucky Irving,RB,42.1
2026-08-04,Rashee Rice,WR,44.0
2026-08-04,Dak Prescott,QB,44.1
2026-08-04,Derrick Henry,RB,45.7
2026-08-04,Tee Higgins,WR,46.5
2026-08-04,Tetairoa McMillan,WR,47.2
2026-08-04,Breece Hall,RB,48.4
2026-08-04,Jordan Love,QB,50.0
2026-08-04,Kyren Williams,RB,50.6
2026-08-04,Garrett Wilson,WR,51.4
2026-08-04,Luther Burden,WR,52.8
2026-08-04,Travis Etienne,RB,54.0
2026-08-04,Javonte Williams,RB,54.8
2026-08-04,Jaylen Waddle,WR,55.3
2026-08-04,Davante Adams,WR,56.5
2026-08-04,Ladd McConkey,WR,57.3
2026-08-04,Colston Loveland,TE,58.4
2026-08-04,Zay Flowers,WR,60.0
2026-08-04,Jameson Williams,WR,60.9
2026-08-04,TreVeyon Henderson,RB,61.5
2026-08-04,DeVonta Smith,WR,63.0
2026-08-04,Emeka Egbuka,WR,63.7
2026-08-04,Baker Mayfield,QB,64.0
2026-08-04,Jared Goff,QB,65.1
2026-08-04,Terry McLaurin,WR,67.0
2026-08-04,Tyler Warren,TE,67.4
2026-08-04,RJ Harvey,RB,68.3
2026-08-04,DJ Moore,WR,69.9
2026-08-04,Cam Skattebo,RB,70.8
2026-08-04,Bhayshul Tuten,RB,71.2
2026-08-04,Cam Ward,QB,72.0
2026-08-04,Mike Evans,WR,73.1
2026-08-04,Carnell Tate,WR,74.2
2026-08-04,D'Andre Swift,RB,75.3
2026-08-04,C.J. Stroud,QB,76.4
2026-08-04,Quinshon Judkins,RB,77.3
2026-08-04,Tyler Shough,QB,78.9
2026-08-04,Harold Fannin,TE,79.7
2026-08-04,Sam Darnold,QB,80.8
2026-08-04,Christian Watson,WR,81.2
2026-08-04,David Montgomery,RB,82.7
2026-08-04,Jaylen Warren,RB,83.7
2026-08-04,Kyler Murray,QB,84.7
2026-08-04,Rome Odunze,WR,85.8
2026-08-04,Jordyn Tyson,WR,86.9
2026-08-04,Bryce Young,QB,87.3
2026-08-04,Matthew Stafford,QB,88.4
2026-08-04,Tucker Kraft,TE,89.5
2026-08-04,Courtland Sutton,WR,90.9
2026-08-04,Kyle Pitts,TE,91.1
2026-08-04,Daniel Jones,QB,93.0
2026-08-04,Malik Willis,QB,94.0
2026-08-04,DK Metcalf,WR,94.0
2026-08-04,Rhamondre Stevenson,RB,95.9
2026-08-04,Michael Wilson,WR,96.5
2026-08-04,Makai Lemon,WR,97.6
2026-08-04,Jakobi Meyers,WR,98.2
2026-08-04,Brian Thomas,WR,100.0
2026-08-04,Kyle Monangai,RB,100.7
2026-08-04,Sam LaPorta,TE,101.0
2026-08-04,Dalton Kincaid,TE,102.8
2026-08-04,Marvin Harrison,WR,103.1
2026-08-04,Tony Pollard,RB,104.5
2026-08-04,Rico Dowdle,RB,105.9
2026-08-04,Oronde Gadsden,TE,106.3
2026-08-04,Chuba Hubbard,RB,107.9
2026-08-04,Blake Corum,RB,108.0
2026-08-04,Ricky Pearsall,WR,109.5
2026-08-04,Alec Pierce,WR,110.9
2026-08-04,Chris Godwin,WR,111.4
2026-08-04,Parker Washington,WR,112.0
2026-08-04,Hunter Henry,TE,113.6
2026-08-04,Dallas Goedert,TE,114.3
2026-08-04,J.K. Dobbins,RB,115.9
2026-08-04,Mark Andrews,TE,117.0
2026-08-04,Jake Ferguson,TE,117.1
2026-08-04,Dalton Schultz,TE,118.6
2026-08-04,Jordan Addison,WR,119.8
2026-08-04,Ty Simpson,QB,120.2
2026-08-04,George Kittle,TE,121.1
2026-08-04,Brian Robinson,RB,122.2
2026-08-04,Juwan Johnson,TE,123.6
2026-08-04,Wan'Dale Robinson,WR,125.0
2026-08-04,Brenton Strange,TE,125.0
2026-08-04,Travis Kelce,TE,126.1
2026-08-04,Michael Pittman,WR,127.0
2026-08-04,Kenyon Sadiq,TE,128.2
2026-08-04,Quentin Johnston,WR,129.2
2026-08-04,Aaron Jones,RB,130.8
2026-08-04,Kenneth Gainwell,RB,131.2
2026-08-04,Isaiah Likely,TE,132.9
2026-08-04,Stefon Diggs,WR,133.0
2026-08-04,Tyler Allgeier,RB,134.3
2026-08-04,Romeo Doubs,WR,135.8
2026-08-04,James Conner,RB,136.9
2026-08-04,Jayden Reed,WR,137.3
2026-08-04,Jacory Croskey-Merritt,RB,138.5
2026-08-04,Khalil Shakir,WR,140.0
2026-08-04,Xavier Worthy,WR,141.0
2026-08-04,Jauan Jennings,WR,141.0
2026-08-04,Jadarian Price,RB,143.0
2026-08-04,AJ Barner,TE,143.0
2026-08-04,Zach Charbonnet,RB,145.0
2026-08-04,Tua Tagovailoa,QB,146.0
2026-08-04,Jayden Higgins,WR,146.7
2026-08-04,T.J. Hockenson,TE,148.0
2026-08-04,Woody Marks,RB,148.8
2026-08-04,KC Concepcion,WR,149.9
2026-08-04,Michael Penix,QB,150.4
2026-08-04,J.J. McCarthy,QB,151.5
2026-08-04,David Njoku,TE,152.8
2026-08-04,Jalen Coker,WR,153.2
2026-08-04,Tyrone Tracy,RB,154.4
2026-08-04,Jordan Mason,RB,155.4
2026-08-04,Josh Downs,WR,156.2
2026-08-04,Emmett Johnson,RB,157.6
2026-08-04,Colby Parkinson,TE,158.1
2026-08-04,Jacoby Brissett,QB,159.6
2026-08-04,Chig Okonkwo,TE,161.0
2026-08-04,Trey Benson,RB,161.0
2026-08-04,Shedeur Sanders,QB,162.0
2026-08-04,Mason Taylor,TE,163.4
2026-08-04,Jonah Coleman,RB,164.1
2026-08-04,Eli Stowers,TE,165.2
2026-08-04,Alvin Kamara,RB,166.1
2026-08-04,Terrance Ferguson,TE,167.0
2026-08-04,Tyjae Spears,RB,168.0
2026-08-04,Rachaad White,RB,169.1
2026-08-04,Theo Johnson,TE,170.6
2026-08-04,Tyreek Hill,WR,171.0
2026-08-04,Cade Otton,TE,173.0
2026-08-04,Deebo Samuel,WR,173.4
2026-08-04,Omar Cooper,WR,174.5
2026-08-04,Dylan Sampson,RB,175.8
2026-08-04,Gunnar Helm,TE,176.4
2026-08-04,Denzel Boston,WR,177.9
2026-08-04,Antonio Williams,WR,179.8
2026-08-04,Travis Hunter,WR,180.4
2026-08-04,Mac Jones,QB,181.0
2026-08-04,Anthony Richardson,QB,182.2
2026-08-04,Matthew Golden,WR,184.0
2026-08-04,Jerry Jeudy,WR,185.0
2026-08-04,Braelon Allen,RB,185.4
2026-08-04,Geno Smith,QB,186.5
2026-08-04,Rashid Shaheed,WR,187.2
2026-08-04,Adonai Mitchell,WR,188.2
2026-08-04,Kayshon Boutte,WR,189.7
2026-08-04,Mike Washington,RB,190.6
2026-08-04,Jalen McMillan,WR,192.0
2026-08-04,Kimani Vidal,RB,193.0
2026-08-04,Chris Rodriguez,RB,193.8
2026-08-04,Jonathon Brooks,RB,194.1
2026-08-04,Troy Franklin,WR,195.2
2026-08-04,Pat Bryant,WR,196.1
2026-08-04,Tank Bigsby,RB,197.7
2026-08-04,Chimere Dike,WR,199.0
2026-08-04,Keaton Mitchell,RB,199.2
2026-08-04,Brandon Aiyuk,WR,200.0
2026-08-04,Isiah Pacheco,RB,201.4
2026-08-04,Jake Tonges,TE,202.4
2026-08-04,Sean Tucker,RB,204.0
2026-08-04,Tre' Harris,WR,204.8
2026-08-04,Calvin Ridley,WR,205.3
2026-08-04,Kaytron Allen,RB,206.7
2026-08-04,Ja'Kobi Lane,WR,207.3
2026-08-04,Isaac TeSlaa,WR,209.0
2026-08-04,Elic Ayomanor,WR,210.0
2026-08-04,Emanuel Wilson,RB,210.4
2026-08-04,Joe Mixon,RB,211.2
2026-08-04,Zachariah Branch,WR,212.8
2026-08-04,Tank Dell,WR,213.9
2026-08-04,Tre Tucker,WR,214.2
2026-08-04,Justin Fields,QB,216.0
2026-08-04,Garrett Nussmeier,QB,216.2
2026-08-04,Ray Davis,RB,217.1
2026-08-04,Nicholas Singleton,RB,218.9
2026-08-04,Aaron Rodgers,QB,219.9
2026-08-04,Devin Neal,RB,220.1
2026-08-04,Najee Harris,RB,221.2
2026-08-04,Jaylin Noel,WR,222.4
2026-08-04,Jaylen Wright,RB,223.3
2026-08-04,Kaleb Johnson,RB,224.7
2026-08-04,Demond Claiborne,RB,225.8
2026-08-04,Marvin Mims,WR,226.8
2026-08-04,Jalen Milroe,QB,227.2
2026-08-04,Germie Bernard,WR,228.4
2026-08-04,Darnell Mooney,WR,229.7
2026-08-04,Kyle Williams,WR,230.1
2026-08-04,Ted Hurst,WR,231.3
2026-08-04,Kendre Miller,RB,233.0
2026-08-04,Jalen Nailor,WR,233.1
2026-08-04,Brashard Smith,RB,234.7
2026-08-04,Ryan Flournoy,WR,235.5
2026-08-04,Tory Horton,WR,236.8
2026-08-04,Kirk Cousins,QB,237.7
2026-08-04,Elijah Sarratt,WR,238.5
2026-08-04,Chris Brazzell,WR,240.0
2026-08-04,Will Howard,QB,240.9
2026-08-04,Chris Bell,WR,241.9
2026-08-04,Rashod Bateman,WR,242.8
2026-08-04,Keenan Allen,WR,243.3
2026-08-04,Keon Coleman,WR,244.0
2026-08-04,Cooper Kupp,WR,245.5
2026-08-04,Jaydon Blue,RB,246.4
2026-08-04,Audric Estime,RB,247.1
2026-08-04,Jack Bech,WR,248.9
2026-08-04,Devaughn Vele,WR,249.1
2026-08-07,Josh Allen,QB,1.2
2026-08-07,Bijan Robinson,RB,2.4
2026-08-07,Drake Maye,QB,3.5
2026-08-07,Jahmyr Gibbs,RB,4.5
2026-08-07,Ja'Marr Chase,WR,5.2
2026-08-07,Puka Nacua,WR,6.4
2026-08-07,Jaxon Smith-Njigba,WR,7.2
2026-08-07,Jayden Daniels,QB,8.0
2026-08-07,Christian McCaffrey,RB,9.7
2026-08-07,Joe Burrow,QB,10.4
2026-08-07,Lamar Jackson,QB,11.1
2026-08-07,Jonathan Taylor,RB,12.5
2026-08-07,James Cook,RB,13.8
2026-08-07,Caleb Williams,QB,14.2
2026-08-07,CeeDee Lamb,WR,15.6
2026-08-07,Amon-Ra St. Brown,WR,16.3
2026-08-07,Justin Jefferson,WR,17.6
2026-08-07,Drake London,WR,18.6
2026-08-07,Kenneth Walker,RB,19.4
2026-08-07,Ashton Jeanty,RB,20.5
2026-08-07,De'Von Achane,RB,21.2
2026-08-07,Trey McBride,TE,22.3
2026-08-07,Jaxson Dart,QB,23.2
2026-08-07,Justin Herbert,QB,24.9
2026-08-07,Jalen Hurts,QB,25.3
2026-08-07,Patrick Mahomes,QB,26.1
2026-08-07,Omarion Hampton,RB,27.9
2026-08-07,Malik Nabers,WR,28.4
2026-08-07,Saquon Barkley,RB,29.3
2026-08-07,Jeremiyah Love,RB,31.0
2026-08-07,Trevor Lawrence,QB,32.0
2026-08-07,Nico Collins,WR,32.7
2026-08-07,Bo Nix,QB,33.4
2026-08-07,Chase Brown,RB,34.5
2026-08-07,George Pickens,WR,35.9
2026-08-07,Brock Purdy,QB,36.2
2026-08-07,Brock Bowers,TE,37.4
2026-08-07,Chris Olave,WR,39.0
2026-08-07,Fernando Mendoza,QB,39.5
2026-08-07,Josh Jacobs,RB,40.1
2026-08-07,A.J. Brown,WR,41.4
2026-08-07,Bucky Irving,RB,42.1
2026-08-07,Rashee Rice,WR,44.0
2026-08-07,Dak Prescott,QB,44.1
2026-08-07,Derrick Henry,RB,45.7
2026-08-07,Tee Higgins,WR,46.5
2026-08-07,Tetairoa McMillan,WR,47.2
2026-08-07,Breece Hall,RB,48.4
2026-08-07,Jordan Love,QB,50.0
2026-08-07,Kyren Williams,RB,50.6
2026-08-07,Garrett Wilson,WR,51.4
2026-08-07,Luther Burden,WR,52.8
2026-08-07,Travis Etienne,RB,54.0
2026-08-07,Javonte Williams,RB,54.8
2026-08-07,Jaylen Waddle,WR,55.3
2026-08-07,Davante Adams,WR,56.5
2026-08-07,Ladd McConkey,WR,57.3
2026-08-07,Colston Loveland,TE,58.4
2026-08-07,Zay Flowers,WR,60.0
2026-08-07,Jameson Williams,WR,60.9
2026-08-07,TreVeyon Henderson,RB,61.5
2026-08-07,DeVonta Smith,WR,63.0
2026-08-07,Emeka Egbuka,WR,63.7
2026-08-07,Baker Mayfield,QB,64.0
2026-08-07,Jared Goff,QB,65.1
